name,position
Ankica Gudeljević,Minister of Civil Affairs
Vojin Mitrović,Minister of Communications and Transport
Sifet Podžić,Minister of Defence
Vjekoslav Bevanda,Minister of Finance and Treasury
Bisera Turković,Minister of Foreign Affairs
Staša Košarac,Minister of Foreign Trade and Economic Relations
Miloš Lučić,Minister of Human Rights and Refugees
Josip Grubeša,Minister of Justice
Selmo Cikotić,Minister of Security
