ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q31366060,Cabinet of Denis Zvizdić,2015-03-31,11,,,2019-12-23,11,,,,,Q97256455,Cabinet of Zoran Tegeltija,,,,
,Q97256455,Cabinet of Zoran Tegeltija,2019-12-23,11,,,,,,,Q31366060,Cabinet of Denis Zvizdić,,,,,,
